latitude,longitude
40.683,-73.94421
40.74615,-73.98715
40.67118,-73.79307
40.7478,-73.98689
40.58972,-73.81114
40.70913,-73.78349
40.86754,-73.85472
40.75234,-73.81507
40.65579,-73.9581
40.69599,-73.93435
40.80072,-73.94837
40.758,-73.86991
40.68786,-73.92713
40.7198,-73.85915
40.68501,-73.94354
40.68413,-73.92546
40.81313,-73.94152
40.8292,-73.94221
40.70979,-73.92209
40.749565,-73.996368
40.67164,-73.95175
40.67086,-73.94563
40.68062,-73.93753
40.80104,-73.95269
40.71521,-73.94256
40.70943,-73.94011
40.76404,-73.99478
40.66166,-73.92155
40.6438,-73.94973
40.79728,-73.94868
40.81903,-73.95314
40.7161,-73.99518
40.69595,-73.91247
40.70876,-73.96418
40.68942,-73.82511
40.75146,-73.99647
40.84484,-73.86203
40.82114,-73.94141
40.80946,-73.94437
40.83106,-73.92168
40.81616,-73.94991
40.75676,-73.99343
40.66296,-73.92896
40.65204,-73.93111
40.71224,-73.9624
40.67052,-73.94061
40.68797,-73.928
40.67492,-73.91262
40.81015,-73.92025
40.61989,-74.08581
40.8094,-73.93796
40.67947,-73.91008
40.76554,-73.83042
40.66231,-73.99206
40.8308,-73.9162
40.70096,-73.90739
40.68074,-73.91969
40.86882,-73.92374
40.65333,-73.94522
40.79054,-73.94602
40.78846,-73.97459
40.77507,-73.93367
40.79128,-73.94125
40.691233,-73.972702
40.68294,-73.95682
40.68216,-73.94594
40.70458,-73.91835
40.68769,-73.91788
40.67823,-73.94719
40.82569,-73.93842
40.74691,-73.9915
40.79983,-73.94118
40.74815,-73.98892
40.82697,-73.93944
40.67723,-73.89856
40.80948,-73.94727
40.89649,-73.85695
40.69598,-73.94185
40.867123,-73.927231
40.82208,-73.93799
40.84829,-73.90444
40.78707,-73.84912
40.7526,-73.99308
40.76411,-73.99371
40.88472,-73.86267
40.7341,-74.00073
40.82735,-73.94188
40.65845,-73.92386
40.68826,-73.98558
40.81621,-73.94669
40.6903,-73.97589
40.70693,-73.94922
40.68413,-73.93538
40.68921,-73.95439
40.78923,-73.946
40.69101,-73.95018
40.67346,-73.87263
40.66941,-73.94988
40.83338,-73.94326
40.69283,-73.94529
40.68014,-73.91835
40.82567,-73.82069
40.82092,-73.85138
40.75331,-73.99243
40.69009,-73.98312
40.68353,-73.90744
40.63822,-73.90648
40.75993,-73.90933
40.766796,-73.828362
40.83104,-73.89533
40.81418,-73.88878
40.78547,-73.97488
40.87469,-73.88456
40.76247,-73.92676
40.67808,-73.90986
40.85604,-73.90403
40.869,-73.89349
40.82274,-73.91353
40.6795,-73.94367
40.69341,-73.96319
40.68769,-73.91286
40.82825,-73.94789
40.80558,-73.94497
40.65355,-73.94799
40.78976,-73.94676
40.79984,-73.95532
40.76822,-73.87467
40.72251,-73.97956
40.79772,-73.94215
40.76708,-73.87295
40.81002,-73.85127
40.785671,-73.949539
40.81082,-73.95711
40.71163,-73.95716
40.80872,-73.92185
40.60765,-73.76446
40.69592,-73.92576
40.62534,-74.07705
40.67986,-73.91107
40.82456,-73.94046
40.83897,-73.94374
40.67257,-73.92646
40.82363,-73.94555
40.72085,-73.98204
40.80683,-73.94574
40.79614,-73.94867
40.68583,-73.9263
40.63763,-73.94979
40.68369,-73.98586
40.74759,-73.9771
40.79528,-73.93495
40.81383,-73.94199
40.81975,-73.87568
40.81282,-73.94465
40.67126,-73.94512
40.68644,-73.95618
40.80051,-73.95247
40.76639,-73.98449
40.81465,-73.94104
40.70287,-73.93583
40.82822,-73.94286
40.69467,-73.90932
40.67548,-73.87881
40.7403,-73.98599
40.69915,-73.93706
40.70657,-73.93664
40.66161,-73.95644
40.71952,-73.99141
40.60417,-73.95651
40.83017,-73.94945
40.68089,-73.9629
40.70154,-73.95256
40.68871,-73.9377
40.7301,-73.89931
40.71415,-73.98999
40.82953,-73.94923
40.76748424021804,-73.98660874975735
40.80243,-73.93604
40.75609,-73.99801
40.69484,-73.94111
40.76735,-73.95933
40.68778,-73.91437
40.69909,-73.93937
40.75159,-73.86362
40.6867,-73.90766
40.65186,-73.95721
40.75303,-73.9941
40.69821,-73.93217
40.64225,-73.94935
40.64041,-74.08834
40.63935,-73.90823
40.71254,-73.91882
40.71644,-73.99072
40.67602,-73.94471
40.71249,-73.92015
40.72383,-73.97671
40.75257,-73.93556
40.71099,-74.00913
40.71111,-74.00902
40.75555,-73.99227
40.71099,-74.00944
40.69448,-73.93722
40.67086,-73.92105
40.79913,-73.93895
40.63339,-74.0182
40.63652,-74.07553
40.81253,-73.94372
40.65922,-73.92051
40.7413,-73.89735
40.71198,-73.99656
40.75328,-73.93255
40.79841,-73.93463
40.74707,-73.98785
40.65544,-73.91656
40.88825,-73.85908
40.72012,-74.00397
40.8104,-73.94309
40.792667388916016,-73.946533203125
40.6686,-73.98723
40.72297,-73.98265
40.68288,-73.95646
40.67582,-73.94316
40.78764,-73.97274
40.68096,-73.94062
40.67188,-73.95097
40.72036,-73.99435
40.67586,-73.87938
40.67619,-73.94666
40.7461,-73.98816
40.74768,-73.98693
40.63939,-73.90794
40.84602,-73.89279
40.68348,-73.93164
40.7479,-73.99125
40.67294,-73.95203
40.74334,-73.87427
40.64707,-74.01839
40.68568,-73.87253
40.68482,-73.9361
40.82281,-73.94636
40.79783,-73.94063
40.75905,-73.96246
40.67169,-73.84235
40.68665,-73.93007
40.68244,-73.95225
40.67764,-73.94803
40.68533,-73.99775
40.64221,-73.93982
40.788902,-73.943016
40.68867,-73.94935
40.80816,-73.95487
40.68848,-73.95602
40.81281,-73.90779
40.67445,-73.92151
40.80732,-73.94025
40.6777,-73.94611
40.70813,-73.93279
40.67586058866017,-73.95610325038433
40.7557,-73.98375
40.82639,-73.93917
40.70518,-73.93911
40.66974,-73.87707
40.70598,-73.9406
40.71111,-73.96482
40.69494,-73.93709
40.70433,-73.91699
40.81214,-73.88873
40.72051,-73.99054
40.66842,-73.89919
40.76539,-73.99498
40.7623,-73.99103
40.76125,-73.9919
40.70602,-74.00383
40.76276,-73.87183
40.58551,-73.81772
40.68314,-73.98769
40.74934,-73.9967
40.78824,-73.94004
40.69386,-73.9457
40.69796,-73.93487
40.69916,-73.81413
40.7675,-73.98541
40.81816,-73.94596
40.79484,-73.94957
40.79747,-73.9385
40.74284,-73.88073
40.69154,-73.9449
40.80867,-73.93974
40.65712,-73.96105
40.68634,-73.95055
40.79591,-73.93843
40.68205,-73.89504
40.63349,-73.94547
40.71973234586191,-73.99399567745608
40.73987,-73.9956
40.61169,-74.08928
40.60016,-73.75288
40.67389,-73.95817
40.82397,-73.93713
40.74627,-73.98801
40.74173,-73.90586
40.68966,-73.94624
40.68773,-73.91614
40.6957,-73.93488
40.7568,-73.91448
40.80116,-73.95043
40.67987,-73.94863
40.69787,-73.9372
40.80825,-73.93708
40.80921,-73.94334
40.69573,-73.90954
40.67403,-73.94139
40.65774,-73.97557
40.81504,-73.94111
40.68616,-73.95592
40.69894,-73.93823
